datetime,open,high,low,close,volume
2018-05-05 12:00:00,805.96,817.0,803.58,812.89,7121.746289999999
2018-05-05 13:00:00,812.89,814.0,807.43,812.34,5551.474620000001
2018-05-05 14:00:00,812.05,812.88,802.8,803.85,5985.7484
2018-05-05 15:00:00,803.17,809.49,802.39,807.59,2956.409269999999
2018-05-05 16:00:00,807.59,813.77,806.2,811.07,2821.4960499999997
2018-05-05 17:00:00,811.36,813.13,809.05,810.04,3207.2356799999993
2018-05-05 18:00:00,810.52,823.2,809.88,818.6,9103.4379
2018-05-05 19:00:00,818.6,820.0,811.74,817.8,4861.40357
2018-05-05 20:00:00,818.19,827.38,817.31,823.5,6040.813690000001
2018-05-05 21:00:00,824.0,832.66,818.0,818.97,10582.36493
2018-05-05 22:00:00,818.97,828.4,818.03,826.31,6016.8497099999995
2018-05-05 23:00:00,826.31,829.94,820.0,820.01,4139.876350000001
2018-05-06 00:00:00,820.01,823.91,812.1,822.94,8366.204899999999
2018-05-06 01:00:00,823.0,826.03,811.16,812.98,4802.93528
2018-05-06 02:00:00,812.39,816.0,807.0,812.0,7295.121679999996
2018-05-06 03:00:00,812.0,816.1,811.41,812.67,2247.72532
2018-05-06 04:00:00,812.67,813.5,803.86,805.0,4513.282110000001
2018-05-06 05:00:00,805.01,809.97,799.61,808.26,6033.78073
2018-05-06 06:00:00,808.26,821.21,807.4,814.0,4556.992899999999
2018-05-06 07:00:00,814.0,820.55,813.6,819.5,2411.1127999999994
2018-05-06 08:00:00,819.5,831.59,818.62,831.1,6986.913609999999
2018-05-06 09:00:00,831.1,839.77,829.5,839.5,6171.544380000001
2018-05-06 10:00:00,839.5,839.99,830.6,832.97,5344.123229999999
2018-05-06 11:00:00,832.97,837.8,827.36,828.15,3909.08675
2018-05-06 12:00:00,828.15,831.21,816.48,818.99,4376.248479999999
2018-05-06 13:00:00,818.96,820.18,802.65,802.65,10678.833149999997
2018-05-06 14:00:00,803.78,803.79,776.26,796.74,22097.235630000014
2018-05-06 15:00:00,796.74,804.99,791.3,800.39,8204.064700000003
2018-05-06 16:00:00,800.39,800.4,777.05,780.1,9186.68341
2018-05-06 17:00:00,780.02,785.09,775.03,782.12,7687.90146
2018-05-06 18:00:00,782.49,794.4,781.38,785.02,6438.4642300000005
2018-05-06 19:00:00,785.02,785.03,770.0,774.07,7587.1711300000015
2018-05-06 20:00:00,774.05,775.45,752.49,773.48,18114.41136
2018-05-06 21:00:00,772.94,785.46,769.11,777.28,6774.27576
2018-05-06 22:00:00,777.28,784.0,772.06,779.9,6499.4776
2018-05-06 23:00:00,779.1,782.37,768.26,774.97,5598.323270000001
2018-05-07 00:00:00,775.0,791.25,774.66,788.5,6352.649299999998
2018-05-07 01:00:00,788.49,795.29,786.9,790.55,6595.368909999997
2018-05-07 02:00:00,790.55,791.84,781.38,784.47,4035.0336
2018-05-07 03:00:00,783.74,786.99,780.0,780.4,2421.37794
2018-05-07 04:00:00,780.4,786.01,776.52,778.48,3727.71716
2018-05-07 05:00:00,778.48,787.29,776.75,786.58,1535.9857900000006
2018-05-07 06:00:00,787.0,795.0,786.15,791.49,3931.1304699999996
2018-05-07 07:00:00,791.49,796.83,787.0,794.3,2617.1387
2018-05-07 08:00:00,794.3,799.14,775.01,776.12,5636.591880000001
2018-05-07 09:00:00,776.53,780.7,755.0,763.0,18133.231100000005
2018-05-07 10:00:00,763.0,763.49,745.71,753.99,12175.51168
2018-05-07 11:00:00,753.64,759.0,741.23,758.87,10843.41101
2018-05-07 12:00:00,758.81,762.97,752.94,753.79,9175.144239999996
2018-05-07 13:00:00,753.79,759.9,747.1,756.79,7080.246620000003
2018-05-07 14:00:00,757.2,758.99,748.0,756.0,4970.826829999997
2018-05-07 15:00:00,756.0,756.0,730.0,738.02,13485.596899999999
2018-05-07 16:00:00,736.98,752.0,728.42,742.89,17081.711049999998
2018-05-07 17:00:00,742.87,742.87,705.47,706.61,27634.104960000004
2018-05-07 18:00:00,705.49,725.0,705.46,722.21,14791.399160000003
2018-05-07 19:00:00,722.99,736.18,716.87,733.0,9995.918240000003
2018-05-07 20:00:00,733.0,743.85,726.51,731.26,11798.218200000003
2018-05-07 21:00:00,731.26,732.12,710.0,711.48,14209.275380000001
2018-05-07 22:00:00,712.0,723.01,701.0,718.28,20389.025510000003
2018-05-07 23:00:00,718.0,733.0,717.01,729.84,12875.043010000005
2018-05-08 00:00:00,729.84,733.76,725.51,732.88,9865.100260000003
2018-05-08 01:00:00,732.04,749.93,731.0,737.76,13750.26804
2018-05-08 02:00:00,738.53,748.69,737.59,746.39,6571.214309999998
2018-05-08 03:00:00,746.04,761.95,744.5,758.0,11813.722419999998
2018-05-08 04:00:00,758.0,762.46,749.85,761.27,6658.528770000003
2018-05-08 05:00:00,761.36,766.87,748.41,751.42,10420.734610000001
2018-05-08 06:00:00,751.42,753.0,735.12,740.88,9757.005180000002
2018-05-08 07:00:00,741.51,757.0,740.69,752.49,5125.2339200000015
2018-05-08 08:00:00,753.0,763.89,752.49,762.97,5955.981689999998
2018-05-08 09:00:00,763.85,776.5,762.71,770.5,10479.731740000001
2018-05-08 10:00:00,770.01,777.0,768.2,768.97,6238.70931
2018-05-08 11:00:00,768.97,773.81,762.57,771.5,5050.9776900000015
2018-05-08 12:00:00,771.55,773.0,765.08,767.0,3100.2763800000007
2018-05-08 13:00:00,767.23,767.4,751.3,752.69,7431.70248
2018-05-08 14:00:00,752.69,760.03,747.23,755.0,6300.3216
2018-05-08 15:00:00,755.0,762.5,754.79,761.07,3136.2687800000012
2018-05-08 16:00:00,761.07,762.24,756.18,759.44,3438.6574299999993
2018-05-08 17:00:00,760.0,760.39,735.0,742.33,10414.234299999998
2018-05-08 18:00:00,741.84,751.92,739.0,744.09,6831.590280000002
2018-05-08 19:00:00,744.09,744.2,727.98,728.01,10061.61356
2018-05-08 20:00:00,728.01,740.24,720.02,736.55,11720.107309999998
2018-05-08 21:00:00,736.13,742.91,728.5,729.3,6296.54767
2018-05-08 22:00:00,729.3,738.67,729.0,733.14,5005.573039999999
2018-05-08 23:00:00,733.14,738.02,730.0,737.47,4062.3292200000005
2018-05-09 00:00:00,737.47,738.47,732.0,732.92,2884.10248
2018-05-09 01:00:00,733.0,741.71,731.55,735.74,3566.5274400000008
2018-05-09 02:00:00,735.33,749.99,725.76,746.0,6940.265120000001
2018-05-09 03:00:00,746.74,751.71,744.23,750.7,4105.522319999999
2018-05-09 04:00:00,750.28,750.37,739.44,740.74,2869.4785600000005
2018-05-09 05:00:00,740.74,748.99,740.0,747.49,2206.5405
2018-05-09 06:00:00,747.5,757.47,747.45,753.41,3647.212249999999
2018-05-09 07:00:00,753.41,759.05,746.12,748.99,3361.925059999999
2018-05-09 08:00:00,748.99,750.75,740.0,741.0,3757.6004499999985
2018-05-09 09:00:00,740.78,744.67,740.0,742.5,2322.62983
2018-05-09 10:00:00,742.5,743.73,725.0,726.15,6803.230770000001
2018-05-09 11:00:00,726.15,728.27,715.68,719.71,9785.88906
2018-05-09 12:00:00,720.0,724.5,710.26,724.32,10544.023060000003
2018-05-09 13:00:00,724.16,726.0,716.38,724.0,4606.77792
2018-05-09 14:00:00,724.0,726.9,721.74,725.0,3106.37817
2018-05-09 15:00:00,725.0,726.03,717.0,718.22,2456.2027400000006
2018-05-09 16:00:00,718.27,729.99,718.21,727.77,4250.296920000001
2018-05-09 17:00:00,727.43,735.5,726.76,731.0,4825.545530000001
2018-05-09 18:00:00,730.8,748.3,729.54,742.0,5047.725230000001
2018-05-09 19:00:00,742.0,748.8,738.01,743.96,7445.61973
2018-05-09 20:00:00,743.49,752.04,742.3,748.19,5758.474780000001
2018-05-09 21:00:00,748.28,750.1,743.39,745.0,3104.2518500000006
2018-05-09 22:00:00,745.0,749.38,741.1,749.16,3209.3846300000005
2018-05-09 23:00:00,749.16,752.08,745.78,748.67,3340.442000000001
2018-05-10 00:00:00,748.51,752.83,748.3,751.0,3046.563840000001
2018-05-10 01:00:00,751.0,760.74,748.29,752.25,9933.175090000004
2018-05-10 02:00:00,752.0,757.51,749.0,749.72,3205.52345
2018-05-10 03:00:00,750.05,752.67,744.5,750.09,4276.07811
2018-05-10 04:00:00,749.51,757.5,745.11,745.34,2939.1408400000005
2018-05-10 05:00:00,745.11,750.0,743.96,749.0,3088.9826399999984
2018-05-10 06:00:00,749.0,755.5,748.69,750.91,3403.4099799999985
2018-05-10 07:00:00,750.91,752.85,747.0,751.75,2096.03096
2018-05-10 08:00:00,752.4,758.59,751.45,753.33,3376.2525200000005
2018-05-10 09:00:00,753.33,759.98,753.0,756.0,2831.95416
2018-05-10 10:00:00,756.01,758.0,751.0,757.42,2143.14289
2018-05-10 11:00:00,758.0,759.36,753.88,757.19,2772.2315899999994
2018-05-10 12:00:00,757.01,765.81,756.23,764.96,5068.09199
2018-05-10 13:00:00,764.9,769.88,758.0,759.9,6559.70969
2018-05-10 14:00:00,758.12,763.72,753.15,757.08,4473.003170000001
2018-05-10 15:00:00,757.15,766.58,756.0,764.0,4008.6460000000006
2018-05-10 16:00:00,763.3,766.89,761.0,763.5,3235.4214500000016
2018-05-10 17:00:00,763.05,765.5,760.85,764.78,2325.2325499999997
2018-05-10 18:00:00,764.98,766.65,759.5,765.08,2382.17932
2018-05-10 19:00:00,765.46,765.5,758.0,760.84,2558.2691600000007
2018-05-10 20:00:00,760.83,764.2,757.2,762.78,2322.13587
2018-05-10 21:00:00,762.74,766.93,761.13,766.0,5946.2395
2018-05-10 22:00:00,766.0,766.0,757.9,759.16,3003.52504
2018-05-10 23:00:00,760.33,763.82,758.0,762.33,2186.7485399999996
2018-05-11 00:00:00,762.98,765.6,762.0,763.7,2318.2053699999997
2018-05-11 01:00:00,763.7,764.7,736.07,741.99,16080.565709999999
2018-05-11 02:00:00,742.0,745.77,733.33,741.61,7303.155349999997
2018-05-11 03:00:00,741.97,743.0,735.0,737.6,3588.2524700000004
2018-05-11 04:00:00,736.89,738.75,731.59,737.77,4054.17976
2018-05-11 05:00:00,737.77,742.0,734.87,736.48,2609.61058
2018-05-11 06:00:00,736.48,737.65,730.01,733.94,3387.3379899999995
2018-05-11 07:00:00,733.07,733.93,720.0,722.52,7485.20866
2018-05-11 08:00:00,722.52,727.72,714.79,726.6,10627.625230000005
2018-05-11 09:00:00,726.6,731.69,722.1,727.7,4831.102580000001
2018-05-11 10:00:00,727.7,732.12,723.48,724.29,3397.396649999999
2018-05-11 11:00:00,724.27,732.5,721.79,730.0,4102.584519999999
2018-05-11 12:00:00,730.0,736.5,729.86,733.88,3156.66018
2018-05-11 13:00:00,733.88,737.23,732.24,736.8,2534.28158
2018-05-11 14:00:00,736.8,736.98,711.66,712.0,7687.59891
2018-05-11 15:00:00,712.0,718.33,683.0,692.53,30934.298299999995
2018-05-11 16:00:00,692.53,713.0,689.41,700.2,16843.374599999996
2018-05-11 17:00:00,700.33,701.04,679.86,692.75,10995.544780000002
2018-05-11 18:00:00,692.23,697.43,686.15,689.57,9245.132080000001
2018-05-11 19:00:00,689.57,691.17,676.19,678.0,10365.40702
2018-05-11 20:00:00,677.6,682.5,666.73,677.1,17469.62071
2018-05-11 21:00:00,677.0,684.06,668.0,668.0,12481.744470000003
2018-05-11 22:00:00,668.0,690.58,667.4,687.94,15413.304410000004
2018-05-11 23:00:00,687.94,690.0,675.0,682.2,9939.079219999998
2018-05-12 00:00:00,681.43,692.3,678.78,689.39,7908.2027400000015
2018-05-12 01:00:00,689.41,694.8,677.0,681.04,7504.069640000001
2018-05-12 02:00:00,681.69,689.45,676.36,685.32,4213.070929999999
2018-05-12 03:00:00,685.32,693.46,685.17,688.97,3907.0317900000005
2018-05-12 04:00:00,688.97,692.06,668.0,673.31,8061.8135200000015
2018-05-12 05:00:00,673.31,678.0,663.0,669.45,6901.297939999999
2018-05-12 06:00:00,669.3,682.42,667.21,677.74,4710.851130000003
2018-05-12 07:00:00,678.0,685.1,672.09,676.96,3722.45698
2018-05-12 08:00:00,676.96,687.0,676.16,685.16,3325.806
2018-05-12 09:00:00,684.6,685.15,677.35,681.52,2702.9239100000004
2018-05-12 10:00:00,681.52,685.93,680.1,682.43,2252.3022300000007
2018-05-12 11:00:00,682.45,684.67,672.91,675.45,3342.599200000001
2018-05-12 12:00:00,675.45,680.01,670.01,671.0,2769.1189400000003
2018-05-12 13:00:00,670.96,673.33,653.0,653.65,11538.663010000004
2018-05-12 14:00:00,653.65,654.5,633.2,647.0,20433.378670000006
2018-05-12 15:00:00,646.11,654.96,640.0,653.58,7627.000509999999
2018-05-12 16:00:00,653.57,653.64,641.0,643.58,4140.10563
2018-05-12 17:00:00,643.38,670.19,637.0,664.79,9266.858380000001
2018-05-12 18:00:00,664.79,683.9,658.0,683.9,12792.570319999995
2018-05-12 19:00:00,682.14,689.31,665.99,677.13,11213.091899999998
2018-05-12 20:00:00,677.07,690.0,676.3,688.01,10014.758860000002
2018-05-12 21:00:00,688.02,688.57,672.38,672.66,8837.487869999999
2018-05-12 22:00:00,672.66,676.0,662.0,672.2,10333.651830000003
2018-05-12 23:00:00,672.05,674.0,652.0,659.6,10995.72474
2018-05-13 00:00:00,659.66,669.99,651.04,656.8,7580.235039999998
2018-05-13 01:00:00,656.8,669.92,656.0,668.79,5032.836130000001
2018-05-13 02:00:00,668.79,669.9,661.74,667.92,2500.5607299999997
2018-05-13 03:00:00,668.78,683.49,666.11,681.34,4945.943200000001
2018-05-13 04:00:00,680.72,683.99,673.64,677.61,3763.116559999999
2018-05-13 05:00:00,677.01,678.75,667.05,674.47,2901.2222699999998
2018-05-13 06:00:00,674.48,685.5,672.51,682.0,3558.934159999999
2018-05-13 07:00:00,682.01,690.2,680.53,684.11,4932.184780000001
2018-05-13 08:00:00,684.56,689.11,672.02,675.17,3482.4620900000004
2018-05-13 09:00:00,674.74,681.29,673.66,674.45,2113.7490399999997
2018-05-13 10:00:00,674.45,677.0,666.31,676.56,2988.6342399999985
2018-05-13 11:00:00,676.62,682.97,673.7,679.96,1982.7470299999998
2018-05-13 12:00:00,679.45,682.0,667.32,668.85,3118.03553
2018-05-13 13:00:00,668.85,676.87,667.02,674.5,2149.242780000001
2018-05-13 14:00:00,675.04,686.95,673.8,682.79,3303.5129999999995
2018-05-13 15:00:00,682.99,686.9,679.06,683.67,2689.3469399999994
2018-05-13 16:00:00,683.67,685.55,678.16,680.86,2112.1148999999996
2018-05-13 17:00:00,680.86,700.69,678.5,698.5,8612.18703
2018-05-13 18:00:00,698.5,698.99,686.01,691.66,12755.610700000005
2018-05-13 19:00:00,690.84,698.0,690.7,695.01,4446.93119
2018-05-13 20:00:00,695.84,704.99,695.0,702.18,4434.894300000001
2018-05-13 21:00:00,702.19,703.98,694.82,702.7,5092.239210000002
2018-05-13 22:00:00,702.7,723.0,702.1,722.25,12402.021869999997
2018-05-13 23:00:00,722.5,729.34,712.85,727.01,10345.826229999997
2018-05-14 00:00:00,727.5,739.0,721.01,733.45,12254.72274
2018-05-14 01:00:00,733.45,740.0,715.3,718.0,14538.609970000001
2018-05-14 02:00:00,718.0,735.0,717.02,733.0,6493.36338
2018-05-14 03:00:00,732.95,735.0,726.11,728.64,3250.3542099999986
2018-05-14 04:00:00,728.64,739.97,727.25,736.34,5232.924470000002
2018-05-14 05:00:00,736.98,742.0,725.61,727.41,5248.212490000002
2018-05-14 06:00:00,726.9,736.5,726.01,735.0,2903.71124
2018-05-14 07:00:00,735.23,739.33,726.05,729.08,4070.9374900000007
2018-05-14 08:00:00,729.08,733.61,713.0,728.72,7685.111460000001
2018-05-14 09:00:00,728.0,733.99,724.36,730.85,2865.880579999999
2018-05-14 10:00:00,731.5,731.76,715.5,720.25,5240.749830000001
2018-05-14 11:00:00,720.25,723.3,693.0,696.0,17332.130560000005
2018-05-14 12:00:00,696.0,705.0,687.73,700.05,13695.536910000003
2018-05-14 13:00:00,701.19,701.2,687.0,699.0,7151.995000000001
2018-05-14 14:00:00,699.45,706.19,694.24,705.0,3980.266709999999
2018-05-14 15:00:00,705.0,705.0,691.78,703.78,4705.606530000001
2018-05-14 16:00:00,703.08,712.0,697.74,710.0,5032.40038
2018-05-14 17:00:00,710.0,711.43,701.3,707.15,5311.82633
2018-05-14 18:00:00,707.15,708.71,697.11,708.0,7436.2671900000005
2018-05-14 19:00:00,708.25,716.87,706.0,713.34,5299.745449999999
2018-05-14 20:00:00,713.33,713.33,702.0,705.54,6478.798770000001
2018-05-14 21:00:00,705.53,733.0,686.0,725.91,16170.338899999999
2018-05-14 22:00:00,725.91,741.0,722.12,729.98,20239.83787
2018-05-14 23:00:00,731.11,737.78,720.05,733.25,15473.470609999998
2018-05-15 00:00:00,733.83,737.01,727.01,733.35,5301.8208300000015
2018-05-15 01:00:00,732.51,735.5,726.22,733.84,5421.8880800000015
2018-05-15 02:00:00,733.84,735.0,730.0,734.62,2379.11007
2018-05-15 03:00:00,733.66,738.23,726.89,733.8,6117.15855
2018-05-15 04:00:00,733.8,743.9,730.26,736.72,5084.85671
2018-05-15 05:00:00,736.64,739.96,726.11,728.52,3208.64935
2018-05-15 06:00:00,728.52,732.44,717.0,717.11,8127.729190000004
2018-05-15 07:00:00,717.69,729.88,717.0,727.49,3725.7465399999987
2018-05-15 08:00:00,727.49,736.48,726.83,727.38,3670.67265
2018-05-15 09:00:00,727.39,730.62,721.1,728.36,3110.3276299999993
2018-05-15 10:00:00,727.59,730.71,720.0,722.9,3958.9388099999987
2018-05-15 11:00:00,723.27,728.99,720.02,728.55,2311.70245
2018-05-15 12:00:00,728.55,733.0,725.49,728.75,3536.1763200000005
2018-05-15 13:00:00,729.19,734.29,727.06,732.42,4107.32414
2018-05-15 14:00:00,733.0,737.0,731.46,733.67,3763.615659999999
2018-05-15 15:00:00,733.01,736.66,731.08,735.03,2180.7672900000002
2018-05-15 16:00:00,735.07,735.29,722.0,731.5,7766.390459999997
2018-05-15 17:00:00,731.11,732.8,726.95,727.12,4562.50284
2018-05-15 18:00:00,727.66,740.0,725.05,735.82,11549.15554
2018-05-15 19:00:00,735.37,737.49,729.06,732.51,4709.315300000001
2018-05-15 20:00:00,732.51,735.85,730.0,735.85,3155.0468900000005
2018-05-15 21:00:00,735.71,735.72,726.0,729.3,8716.08426
2018-05-15 22:00:00,729.29,729.3,708.19,711.0,12583.299370000002
2018-05-15 23:00:00,711.0,722.61,707.75,717.98,8407.1739
2018-05-16 00:00:00,718.03,728.2,716.51,723.95,5173.038930000003
2018-05-16 01:00:00,724.29,727.27,712.82,716.93,5469.082750000001
2018-05-16 02:00:00,716.94,717.55,705.39,712.89,7294.249019999999
2018-05-16 03:00:00,712.87,716.19,705.0,713.77,4761.582310000001
2018-05-16 04:00:00,713.55,715.39,708.82,711.1,2739.484140000001
2018-05-16 05:00:00,711.82,713.14,707.6,708.25,2964.0686700000006
2018-05-16 06:00:00,708.61,711.24,695.0,699.67,6599.590269999999
2018-05-16 07:00:00,700.28,709.49,698.29,704.91,4101.62903
2018-05-16 08:00:00,704.91,709.0,696.1,700.0,4152.692309999999
2018-05-16 09:00:00,699.99,700.85,686.36,690.45,8263.30731
2018-05-16 10:00:00,690.45,692.34,673.52,678.54,10404.134579999998
2018-05-16 11:00:00,678.09,691.5,677.07,678.51,7486.069100000001
2018-05-16 12:00:00,679.03,690.13,678.51,685.52,4640.965740000001
2018-05-16 13:00:00,685.53,685.53,680.04,683.07,3794.7528999999995
2018-05-16 14:00:00,684.0,688.0,680.49,686.98,4920.657490000002
2018-05-16 15:00:00,686.48,694.49,686.48,690.01,3995.57
2018-05-16 16:00:00,690.73,690.8,684.47,685.42,3452.904989999999
2018-05-16 17:00:00,684.5,692.0,684.2,691.97,3464.5056200000004
2018-05-16 18:00:00,691.62,707.38,691.61,701.45,6961.454689999999
2018-05-16 19:00:00,701.45,712.84,700.92,704.66,3596.318059999999
2018-05-16 20:00:00,704.66,708.28,701.89,703.19,3064.4781800000005
